countryisocode,year,xlong,ylat,lny,lns,lnngd,ltrade
"KEN",1969,36.83,-1.17,7.985054,-1.857123,-2.543158,20.37339
"LKA",1969,80.09,7.02,7.691132,-1.119678,-2.631217,20.79364
"MAR",1969,-6.75,33.92,8.535377,-1.516533,-2.735992,20.57474
"MEX",1969,-99.13,19.43,10.17165,-1.427055,-2.519765,22.08409
"MUS",1969,59.57,-20.1,8.809821,-1.300425,-2.704874,18.76844
"NGA",1969,3.3,6.45,8.246719,-2.038107,-2.583082,21.89707
"NIC",1969,-86.27,12.15,9.447515,-1.520279,-2.499207,19.26636
"NLD",1969,4.89,52.37,10.82122,-1.357815,-2.817846,23.19725
"NOR",1969,10.72,59.93,10.68422,-1.24466,-2.872755,22.00652
"NZL",1969,175.14,-41.21,10.71336,-1.815921,-2.680643,20.94138
"PAK",1969,73.06,33.72,7.978121,-1.564067,-2.6148,21.22043
"PAN",1969,-79.4,8.95,9.239924,-1.279636,-2.527976,20.657
"PER",1969,-76.82,-12.07,9.541397,-1.424962,-2.633572,21.46145
"PHL",1969,121.17,14.55,8.481983,-1.509927,-2.534528,21.70538
"PRT",1969,-9.13,38.73,9.783245,-1.497272,-2.997689,21.43457
"PRY",1969,-57.67,-25.22,8.539555,-2.048698,-2.570222,19.14469
"SLV",1969,-89.2,13.7,9.453385,-2.16933,-2.421986,19.99899
"SWE",1969,18.08,59.24,10.60058,-1.452618,-2.836869,22.40274
"THA",1969,100.55,13.75,8.040285,-.890249,-2.573384,21.8571
"TTO",1969,-61.49,10.64,10.36633,-1.926711,-3.006317,20.1068
"TUR",1969,32.85,39.93,9.197906,-2.085397,-2.864227,20.93846
"UGA",1969,32.58,.32,7.5219,-2.160659,-2.558502,19.17584
"URY",1969,-56.17,-34.92,9.320854,-1.674449,-2.872971,19.38134
"USA",1969,-76.95,38.89,10.83406,-1.680848,-2.595424,24.37461
"VEN",1969,-66.9,10.5,10.33318,-1.346489,-2.530774,22.2234
"ZAF",1969,28.22,-25.73,9.83459,-1.405782,-2.600612,22.5652
"ZAR",1969,15.47,-4.39,7.543871,-1.552979,-2.561448,18.49609
"ARG",1970,-58.41,-34.67,9.834641,-1.376093,-2.742827,21.67203
"AUS",1970,149.04,-35.35,10.74886,-1.090627,-2.418928,22.28573
"AUT",1970,16.32,48.2,10.57067,-1.295965,-3.17546,22.27255
"BEL",1970,4.37,50.84,10.60009,-1.244273,-3.630929,23.16804
"BOL",1970,-68.15,-16.5,8.888581,-2.068337,-2.672647,20.05296
"BRA",1970,-47.9,-15.79,9.323165,-1.382169,-2.515399,22.06972
"CAN",1970,-75.65,45.37,10.70411,-1.764024,-2.608566,23.42291
"CHE",1970,7.45,46.95,10.9666,-1.301602,-2.720782,22.80107
"CHL",1970,-70.65,-33.48,9.577411,-1.454129,-2.801426,20.84793
"COL",1970,-74.08,4.63,9.501134,-1.643121,-2.641026,21.06136
"CRI",1970,-84.08,9.93,9.941692,-1.855365,-2.543796,19.9355
"DNK",1970,12.55,55.72,10.50823,-1.483744,-2.806285,21.84754
"DOM",1970,-69.91,18.5,9.076602,-1.768719,-2.429632,20.49064
"ECU",1970,-78.52,-.23,8.976522,-1.071247,-2.581919,20.25102
"EGY",1970,31.25,30.08,8.256971,-2.512666,-2.704938,21.96127
"ESP",1970,-3.69,40.44,10.35476,-1.280848,-2.787853,22.48076
"ETH",1970,38,9.03,6.918029,-1.928939,-2.732964,19.61558
"FIN",1970,24.98,60.2,10.27878,-1.04798,-2.91458,21.54203
"FRA",1970,2.43,48.88,10.54351,-1.357361,-2.729948,23.52073
"GBR",1970,-.18,51.49,10.32061,-1.669632,-3.050814,23.71627
"GRC",1970,23.65,38.12,10.40413,-.9951541,-3.288128,21.26187
"GTM",1970,-90.52,14.62,9.320275,-1.695145,-2.613539,21.05688
"HND",1970,-87.2,14.1,8.923979,-1.473453,-2.603905,20.73339
"IND",1970,77.22,28.57,7.77908,-1.710932,-2.674071,22.1734
"IRL",1970,-6.26,53.34,10.26835,-1.2235,-3.066048,21.03341
"ISR",1970,34.86,31.92,10.50993,-1.285494,-2.486946,21.24314
"ITA",1970,12.52,41.88,10.49251,-1.227035,-2.98956,23.62157
"JPN",1970,139.81,35.68,10.22998,-1.015545,-2.785209,23.51128
"KEN",1970,36.83,-1.17,7.890144,-1.466232,-2.553182,20.48089
"LKA",1970,80.09,7.02,7.749344,-1.069134,-2.648225,20.76837
"MAR",1970,-6.75,33.92,8.575543,-1.219625,-2.734943,20.67351
"MEX",1970,-99.13,19.43,10.20511,-1.433537,-2.514737,22.14433
"MUS",1970,59.57,-20.1,8.778462,-1.673354,-2.678496,18.86927
"NGA",1970,3.3,6.45,8.450496,-1.629084,-2.582035,22.14279
"NIC",1970,-86.27,12.15,9.429562,-1.521794,-2.497613,19.3271
"NLD",1970,4.89,52.37,10.87252,-1.334746,-2.808043,23.31785
"NOR",1970,10.72,59.93,10.70984,-1.052975,-2.781616,22.06698
"NZL",1970,175.14,-41.21,10.68225,-1.799063,-2.550185,21.02882
"PAK",1970,73.06,33.72,8.104675,-1.548144,-2.614528,21.51871
"PAN",1970,-79.4,8.95,9.280828,-1.183451,-2.536552,20.72628
"PER",1970,-76.82,-12.07,9.59364,-1.971961,-2.633491,21.39366
"PHL",1970,121.17,14.55,8.492059,-1.590867,-2.540417,21.75283
"PRT",1970,-9.13,38.73,9.831844,-1.270362,-2.466037,21.43088
"PRY",1970,-57.67,-25.22,8.576732,-2.121276,-2.570225,19.1878
"SLV",1970,-89.2,13.7,9.457987,-2.109596,-2.394948,20.00983
"SWE",1970,18.08,59.24,10.60196,-1.537917,-2.733087,22.49462
"THA",1970,100.55,13.75,8.125393,-.9376563,-2.577271,21.91352
"TTO",1970,-61.49,10.64,10.4103,-1.542945,-3.184254,20.19063
"TUR",1970,32.85,39.93,9.269012,-1.997088,-3.68004,21.08313
"UGA",1970,32.58,.32,7.506814,-2.353309,-2.552457,19.19909
"URY",1970,-56.17,-34.92,9.35941,-1.597668,-2.896547,19.54862
"USA",1970,-76.95,38.89,10.80697,-1.748659,-2.599593,24.44098
"VEN",1970,-66.9,10.5,10.40381,-1.168537,-2.519034,22.24021
"ZAF",1970,28.22,-25.73,9.871276,-1.303438,-2.61376,22.64371
"ZAR",1970,15.47,-4.39,7.506389,-1.508673,-2.576288,18.63783
"ARG",1971,-58.41,-34.67,9.863935,-1.316499,-2.743742,21.67373
"AUS",1971,149.04,-35.35,10.77821,-1.138571,-2.923681,22.29288
"AUT",1971,16.32,48.2,10.62425,-1.319088,-3.00803,22.33406
"BEL",1971,4.37,50.84,10.62677,-1.299667,-2.844696,23.20799
"BOL",1971,-68.15,-16.5,8.907159,-1.996814,-2.591575,20.17401
"BRA",1971,-47.9,-15.79,9.402661,-1.356071,-2.431554,22.20622
"CAN",1971,-75.65,45.37,10.75029,-1.73965,-2.795319,23.47634
"CHE",1971,7.45,46.95,10.97049,-1.283754,-2.592288,22.81419
"CHL",1971,-70.65,-33.48,9.632208,-1.569072,-2.547209,20.90061
"COL",1971,-74.08,4.63,9.529798,-1.664124,-2.466852,21.18414
"CRI",1971,-84.08,9.93,9.959924,-1.703153,-2.38169,20.00793
"DNK",1971,12.55,55.72,10.52129,-1.51128,-2.777643,21.88532
"DOM",1971,-69.91,18.5,9.151719,-1.722055,-2.439259,20.60161
"ECU",1971,-78.52,-.23,9.029607,-.9177723,-2.545153,20.41901
"EGY",1971,31.25,30.08,8.276466,-2.681515,-2.690899,21.94847
"ESP",1971,-3.69,40.44,10.3879,-1.342328,-2.890015,22.55748
"ETH",1971,38,9.03,6.94382,-1.906326,-2.662719,19.64668
"FIN",1971,24.98,60.2,10.2952,-1.0632,-2.943304,21.53591
"FRA",1971,2.43,48.88,10.58625,-1.381884,-2.858119,23.60208
"GBR",1971,-.18,51.49,10.35058,-1.701911,-3.068213,23.77627
"GRC",1971,23.65,38.12,10.48163,-.9653615,-3.00786,21.371
"GTM",1971,-90.52,14.62,9.349915,-1.60238,-2.631809,21.10962
"HND",1971,-87.2,14.1,9.013015,-1.803718,-2.458287,20.73627
"IND",1971,77.22,28.57,7.795236,-1.659141,-2.622727,22.26894
"IRL",1971,-6.26,53.34,10.27807,-1.23062,-2.623905,21.07676
"ISR",1971,34.86,31.92,10.57437,-1.180703,-2.477682,21.38884
"ITA",1971,12.52,41.88,10.50638,-1.312438,-3.005965,23.67115
"JPN",1971,139.81,35.68,10.26535,-1.049129,-2.866806,23.61201
"KEN",1971,36.83,-1.17,7.918067,-1.525285,-2.503673,20.58932
"LKA",1971,80.09,7.02,7.743562,-1.187872,-2.607411,20.69246
"MAR",1971,-6.75,33.92,8.59123,-1.286623,-2.476996,20.65408
"MEX",1971,-99.13,19.43,10.07588,-1.522699,-1.454304,22.13285
"MUS",1971,59.57,-20.1,8.728675,-1.476877,-2.51447,18.87138
"NGA",1971,3.3,6.45,8.55812,-1.561355,-2.570348,22.28829
"NIC",1971,-86.27,12.15,9.436193,-1.535323,-2.424906,19.33806
"NLD",1971,4.89,52.37,10.89707,-1.385262,-2.841191,23.39698
"NOR",1971,10.72,59.93,10.75795,-1.005782,-2.770437,22.10732
"NZL",1971,175.14,-41.21,10.7019,-1.761812,-2.764358,21.05665
"PAK",1971,73.06,33.72,8.087996,-1.578794,-2.57713,21.56133
"PAN",1971,-79.4,8.95,9.316039,-1.045402,-2.503118,20.80157
"PER",1971,-76.82,-12.07,9.605431,-1.864689,-2.494578,21.40315
"PHL",1971,121.17,14.55,8.514445,-1.583844,-2.506943,21.76536
"PRT",1971,-9.13,38.73,9.906304,-1.373544,-3.154295,21.54738
"PRY",1971,-57.67,-25.22,8.589117,-2.056492,-2.490871,19.22592
"SLV",1971,-89.2,13.7,9.466746,-1.958579,-2.458797,20.09767
"SWE",1971,18.08,59.24,10.59177,-1.613344,-2.77527,22.49623
"THA",1971,100.55,13.75,8.175268,-1.052114,-2.445584,21.87613
"TTO",1971,-61.49,10.64,10.3991,-1.106337,-2.592584,20.17496
"TUR",1971,32.85,39.93,9.317024,-2.154721,-2.679888,21.1991
"UGA",1971,32.58,.32,7.509798,-2.353375,-2.59865,19.2262
"URY",1971,-56.17,-34.92,9.36835,-1.548192,-2.974525,19.5516
"USA",1971,-76.95,38.89,10.82247,-1.695303,-2.681049,24.47817
"VEN",1971,-66.9,10.5,10.39552,-1.191749,-2.282784,22.33327
"ZAF",1971,28.22,-25.73,9.890967,-1.247898,-2.557637,22.70541
"ZAR",1971,15.47,-4.39,7.62386,-1.35859,-2.629335,18.76208
"ARG",1972,-58.41,-34.67,9.866247,-1.322778,-2.73891,21.65843
"AUS",1972,149.04,-35.35,10.77199,-1.198838,-2.624845,22.31009
"AUT",1972,16.32,48.2,10.68053,-1.28758,-2.889426,22.44023
"BEL",1972,4.37,50.84,10.6719,-1.348318,-2.941988,23.3062
"BOL",1972,-68.15,-16.5,8.941257,-1.767231,-2.59153,20.27545
"BRA",1972,-47.9,-15.79,9.480749,-1.316316,-2.43777,22.40058
"CAN",1972,-75.65,45.37,10.77525,-1.735284,-2.536192,23.58189
"CHE",1972,7.45,46.95,10.98111,-1.30521,-2.728203,22.84951
"CHL",1972,-70.65,-33.48,9.588442,-1.877491,-2.545284,20.86062
"COL",1972,-74.08,4.63,9.556595,-1.748669,-2.482615,21.15759
"CRI",1972,-84.08,9.93,9.978801,-1.834556,-2.398466,20.07166
"DNK",1972,12.55,55.72,10.54957,-1.476358,-2.878363,21.91657
"DOM",1972,-69.91,18.5,9.225887,-1.714656,-2.448753,20.7254
"ECU",1972,-78.52,-.23,9.080779,-1.134302,-2.547169,20.6109
"EGY",1972,31.25,30.08,8.306212,-2.796538,-2.689868,21.94783
"ESP",1972,-3.69,40.44,10.46199,-1.293335,-2.781208,22.72375
"ETH",1972,38,9.03,6.966835,-1.825885,-2.650456,19.72693
"FIN",1972,24.98,60.2,10.35698,-1.140486,-2.988698,21.62386
"FRA",1972,2.43,48.88,10.62414,-1.374208,-2.857976,23.7275
"GBR",1972,-.18,51.49,10.3825,-1.746824,-2.948976,23.82771
"GRC",1972,23.65,38.12,10.59376,-.9053504,-3.28539,21.53342
"GTM",1972,-90.52,14.62,9.416744,-1.863176,-2.62696,21.14042
"HND",1972,-87.2,14.1,9.045506,-1.895159,-2.415157,20.71674
"IND",1972,77.22,28.57,7.770168,-1.719996,-2.625178,22.29361
"IRL",1972,-6.26,53.34,10.37446,-1.167222,-3.483567,21.12049
"ISR",1972,34.86,31.92,10.63309,-1.159156,-2.467893,21.43937
"ITA",1972,12.52,41.88,10.54903,-1.304962,-3.180412,23.75947
"JPN",1972,139.81,35.68,10.35406,-1.038698,-3.107849,23.68753
"KEN",1972,36.83,-1.17,7.943888,-1.678093,-2.49055,20.50489
"LKA",1972,80.09,7.02,7.795977,-1.17245,-2.616852,20.63529
"MAR",1972,-6.75,33.92,8.545461,-1.529177,-2.528527,20.6979
"MEX",1972,-99.13,19.43,10.11911,-1.504762,-2.411021,22.25383
"MUS",1972,59.57,-20.1,8.824775,-1.504433,-2.540271,19.03303
"NGA",1972,3.3,6.45,8.557242,-1.498055,-2.568319,22.35696
"NIC",1972,-86.27,12.15,9.429537,-1.681054,-2.463399,19.48479
"NLD",1972,4.89,52.37,10.91361,-1.464981,-2.950001,23.46933
"NOR",1972,10.72,59.93,10.71782,-1.102719,-2.045583,22.16863
"NZL",1972,175.14,-41.21,10.73631,-1.763284,-2.716729,21.10952
"PAK",1972,73.06,33.72,8.090139,-1.667528,-2.594216,21.38354
"PAN",1972,-79.4,8.95,9.307631,-.932366,-2.508312,20.84568
"PER",1972,-76.82,-12.07,9.598251,-2.015818,-2.494582,21.44363
"PHL",1972,121.17,14.55,8.543077,-1.611976,-2.511533,21.83714
"PRT",1972,-9.13,38.73,9.988316,-1.310192,-3.133858,21.68719
"PRY",1972,-57.67,-25.22,8.628827,-1.944164,-2.491222,19.28266
"SLV",1972,-89.2,13.7,9.480258,-2.063928,-2.554311,20.20425
"SWE",1972,18.08,59.24,10.61443,-1.660445,-2.951375,22.54358
"THA",1972,100.55,13.75,8.154261,-1.137258,-2.467625,22.01147
"TTO",1972,-61.49,10.64,10.46785,-1.333568,-2.502744,20.25159
"TUR",1972,32.85,39.93,9.367365,-2.085307,-2.625672,21.35574
"UGA",1972,32.58,.32,7.491282,-2.353429,-2.678915,19.22597
"URY",1972,-56.17,-34.92,9.334319,-1.691275,-2.96694,19.4921
"USA",1972,-76.95,38.89,10.84625,-1.645108,-2.525818,24.57064
"VEN",1972,-66.9,10.5,10.37204,-1.140365,-2.325248,22.31848
"ZAF",1972,28.22,-25.73,9.889174,-1.437544,-2.566643,22.6589
"ZAR",1972,15.47,-4.39,7.59188,-1.355975,-2.629323,18.81662
"ARG",1973,-58.41,-34.67,9.882543,-1.402075,-2.734684,21.71955
"AUS",1973,149.04,-35.35,10.78919,-1.126529,-2.597276,22.39518
"AUT",1973,16.32,48.2,10.72777,-1.250158,-2.901472,22.51374
"BEL",1973,4.37,50.84,10.73413,-1.307916,-2.824655,23.45739
"BOL",1973,-68.15,-16.5,8.982304,-2.013259,-2.591276,20.3357
"BRA",1973,-47.9,-15.79,9.574759,-1.255806,-2.443507,22.56899
"CAN",1973,-75.65,45.37,10.80083,-1.684671,-2.386121,23.69555
"CHE",1973,7.45,46.95,10.99646,-1.303235,-2.827296,22.89735
"CHL",1973,-70.65,-33.48,9.506859,-1.939168,-2.548364,20.83422
"COL",1973,-74.08,4.63,9.585683,-1.721981,-2.503889,21.21173
"CRI",1973,-84.08,9.93,10.00482,-1.72889,-2.395936,20.14001
"DNK",1973,12.55,55.72,10.58933,-1.427232,-2.821975,22.01682
"DOM",1973,-69.91,18.5,9.310417,-1.596051,-2.457044,20.83143
"ECU",1973,-78.52,-.23,9.244907,-1.22452,-2.549067,20.90045
"EGY",1973,31.25,30.08,8.269644,-2.505479,-2.673844,21.95844
"ESP",1973,-3.69,40.44,10.52195,-1.260013,-2.649703,22.84627
"ETH",1973,38,9.03,6.969079,-1.933199,-2.65549,19.79634
"FIN",1973,24.98,60.2,10.39733,-1.104058,-2.678071,21.72097
"FRA",1973,2.43,48.88,10.67489,-1.34277,-2.758955,23.85801
"GBR",1973,-.18,51.49,10.44251,-1.649027,-2.753041,23.93871
"GRC",1973,23.65,38.12,10.66521,-.8460023,-2.834827,21.81106
"GTM",1973,-90.52,14.62,9.460763,-1.759564,-2.623215,21.23394
"HND",1973,-87.2,14.1,9.037576,-1.688603,-2.418142,20.85818
"IND",1973,77.22,28.57,7.786903,-1.63227,-2.626501,22.35802
"IRL",1973,-6.26,53.34,10.43815,-1.093481,-2.832721,21.26684
"ISR",1973,34.86,31.92,10.70735,-1.213343,-2.470699,21.65721
"ITA",1973,12.52,41.88,10.61425,-1.229111,-2.833803,23.83549
"JPN",1973,139.81,35.68,10.40956,-1.007423,-2.580038,23.84163
"KEN",1973,36.83,-1.17,7.915432,-1.501428,-2.479752,20.53698
"LKA",1973,80.09,7.02,7.792751,-1.523237,-2.634451,20.62454
"MAR",1973,-6.75,33.92,8.561592,-1.42531,-2.54237,20.83668
"MEX",1973,-99.13,19.43,10.16435,-1.445937,-2.422397,22.39679
"MUS",1973,59.57,-20.1,8.930838,-1.029895,-2.550939,19.21955
"NGA",1973,3.3,6.45,8.596444,-1.890926,-2.567709,22.36855
"NIC",1973,-86.27,12.15,9.456326,-1.42691,-2.464206,19.68303
"NLD",1973,4.89,52.37,10.96852,-1.445143,-2.981653,23.5742
"NOR",1973,10.72,59.93,10.77139,-1.022364,-2.985996,22.27509
"NZL",1973,175.14,-41.21,10.77934,-1.568253,-2.478977,21.19766
"PAK",1973,73.06,33.72,8.136395,-1.729395,-2.603859,21.47561
"PAN",1973,-79.4,8.95,9.366727,-.9838267,-2.518741,20.85925
"PER",1973,-76.82,-12.07,9.631898,-1.634935,-2.49635,21.41772
"PHL",1973,121.17,14.55,8.605307,-1.596362,-2.516569,21.93821
"PRT",1973,-9.13,38.73,10.11557,-1.239435,-3.134054,21.77033
"PRY",1973,-57.67,-25.22,8.654678,-1.64906,-2.46014,19.35148
"SLV",1973,-89.2,13.7,9.515024,-1.868042,-2.537899,20.30229
"SWE",1973,18.08,59.24,10.64576,-1.680803,-2.962312,22.63863
"THA",1973,100.55,13.75,8.214256,-.9159698,-2.492119,22.13074
"TTO",1973,-61.49,10.64,10.43749,-1.43193,-2.561668,20.32695
"TUR",1973,32.85,39.93,9.373302,-1.994795,-2.587119,21.52762
"UGA",1973,32.58,.32,7.474405,-2.353122,-2.702902,19.2262
"URY",1973,-56.17,-34.92,9.331306,-1.74092,-2.959406,19.55034
"USA",1973,-76.95,38.89,10.87516,-1.605015,-2.56605,24.67008
"VEN",1973,-66.9,10.5,10.41942,-1.238181,-2.326082,22.52991
"ZAF",1973,28.22,-25.73,9.906314,-1.333265,-2.566419,22.67983
"ZAR",1973,15.47,-4.39,7.625373,-1.329145,-2.617009,18.84856
"ARG",1974,-58.41,-34.67,9.918783,-1.442509,-2.735354,21.74595
"AUS",1974,149.04,-35.35,10.66942,-1.551336,-2.59621,22.45485
"AUT",1974,16.32,48.2,10.75733,-1.271552,-2.944684,22.5967
"BEL",1974,4.37,50.84,10.76246,-1.253727,-2.717922,23.49721
"BOL",1974,-68.15,-16.5,8.99543,-2.212872,-2.592936,20.27701
"BRA",1974,-47.9,-15.79,9.625031,-1.217053,-2.449236,22.74994
"CAN",1974,-75.65,45.37,10.79331,-1.610101,-2.423575,23.718
"CHE",1974,7.45,46.95,11.0251,-1.302075,-3.065155,22.9355
"CHL",1974,-70.65,-33.48,9.517837,-1.376925,-2.552827,21.00605
"COL",1974,-74.08,4.63,9.622046,-1.607618,-2.509943,21.2455
"CRI",1974,-84.08,9.93,10.02031,-1.701382,-2.405426,20.23174
"DNK",1974,12.55,55.72,10.56188,-1.497362,-2.763395,22.02723
"DOM",1974,-69.91,18.5,9.286716,-1.431514,-2.464213,20.99351
"ECU",1974,-78.52,-.23,9.317249,-.9972298,-2.550875,21.07026
"EGY",1974,31.25,30.08,8.237016,-2.105747,-2.653674,22.1807
"ESP",1974,-3.69,40.44,10.57134,-1.224565,-2.800364,22.87785
"ETH",1974,38,9.03,6.954688,-2.066929,-2.626763,19.90967
"FIN",1974,24.98,60.2,10.43038,-1.01298,-2.610507,21.75654
"FRA",1974,2.43,48.88,10.70644,-1.349367,-2.808688,23.93648
"GBR",1974,-.18,51.49,10.43096,-1.709762,-2.962384,23.98067
"GRC",1974,23.65,38.12,10.57892,-1.034645,-2.953761,21.71411
"GTM",1974,-90.52,14.62,9.503284,-1.521972,-2.619848,21.33488
"HND",1974,-87.2,14.1,9.079962,-1.334597,-2.470362,20.8557
"IND",1974,77.22,28.57,7.773898,-1.622959,-2.63426,22.32418
"IRL",1974,-6.26,53.34,10.45018,-1.121919,-2.803309,21.25546
"ISR",1974,34.86,31.92,10.72479,-1.298053,-2.533826,21.66713
"ITA",1974,12.52,41.88,10.66106,-1.191586,-2.875124,23.88413
"JPN",1974,139.81,35.68,10.39387,-1.056984,-3.035477,23.94647
"KEN",1974,36.83,-1.17,7.972393,-1.656139,-2.471188,20.69086
"LKA",1974,80.09,7.02,7.885087,-1.256553,-2.665661,20.55284
"MAR",1974,-6.75,33.92,8.568579,-1.428353,-2.549066,20.8797
"MEX",1974,-99.13,19.43,10.19465,-1.352106,-2.43391,22.50652
"MUS",1974,59.57,-20.1,8.907407,-1.067065,-2.523911,19.41947
"NGA",1974,3.3,6.45,8.655383,-1.838598,-2.566233,22.37583
"NIC",1974,-86.27,12.15,9.499344,-1.305858,-2.43548,19.80054
"NLD",1974,4.89,52.37,11.00457,-1.483961,-2.896084,23.58191
"NOR",1974,10.72,59.93,10.81034,-.9736047,-2.913677,22.30022
"NZL",1974,175.14,-41.21,10.78933,-1.41198,-2.373946,21.2541
"PAK",1974,73.06,33.72,8.152127,-1.711908,-2.610571,21.55465
"PAN",1974,-79.4,8.95,9.322948,-1.025656,-2.494683,20.95593
"PER",1974,-76.82,-12.07,9.691063,-1.403531,-2.499956,21.58537
"PHL",1974,121.17,14.55,8.613523,-1.445981,-2.521473,21.95283
"PRT",1974,-9.13,38.73,10.02411,-1.351701,-1.773665,21.72472
"PRY",1974,-57.67,-25.22,8.694036,-1.612094,-2.464353,19.53149
"SLV",1974,-89.2,13.7,9.545005,-1.696608,-2.524365,20.34594
"SWE",1974,18.08,59.24,10.66303,-1.625476,-2.709518,22.71329
"THA",1974,100.55,13.75,8.236061,-1.007948,-2.507676,22.11744
"TTO",1974,-61.49,10.64,10.50546,-1.158798,-2.5535,20.35884
"TUR",1974,32.85,39.93,9.35556,-1.535231,-2.497681,21.50943
"UGA",1974,32.58,.32,7.454308,-2.353575,-2.652527,19.22644
"URY",1974,-56.17,-34.92,9.352812,-1.725612,-2.962808,19.57937
"USA",1974,-76.95,38.89,10.84044,-1.659162,-2.560501,24.69186
"VEN",1974,-66.9,10.5,10.50658,-1.552098,-2.330206,22.83855
"ZAF",1974,28.22,-25.73,9.907014,-1.190957,-2.566197,22.74449
"ZAR",1974,15.47,-4.39,7.634522,-1.283289,-2.625683,19.00913
"ARG",1975,-58.41,-34.67,9.901037,-1.421202,-2.740609,21.70513
"AUS",1975,149.04,-35.35,10.67786,-1.597715,-2.665936,22.4519
"AUT",1975,16.32,48.2,10.77183,-1.399074,-3.453712,22.56007
"BEL",1975,4.37,50.84,10.73184,-1.372737,-2.886622,23.40633
"BOL",1975,-68.15,-16.5,9.033126,-1.780281,-2.5961,20.34926
"BRA",1975,-47.9,-15.79,9.633634,-1.167606,-2.454995,22.75002
"CAN",1975,-75.65,45.37,10.78032,-1.63287,-2.473421,23.6595
"CHE",1975,7.45,46.95,10.97681,-1.528779,-3.920915,22.80558
"CHL",1975,-70.65,-33.48,9.324744,-1.959351,-2.564593,20.77715
"COL",1975,-74.08,4.63,9.599657,-1.8149,-2.51844,21.2525
"CRI",1975,-84.08,9.93,10.00597,-1.82054,-2.399194,20.17843
"DNK",1975,12.55,55.72,10.54644,-1.655788,-2.940797,21.99876
"DOM",1975,-69.91,18.5,9.315746,-1.417018,-2.470343,21.0307
"ECU",1975,-78.52,-.23,9.366575,-.9149082,-2.552597,21.12973
"EGY",1975,31.25,30.08,8.191291,-1.923402,-2.659564,22.32124
"ESP",1975,-3.69,40.44,10.57723,-1.274534,-3.056464,22.87137
"ETH",1975,38,9.03,6.917295,-1.991984,-2.624991,19.99893
"FIN",1975,24.98,60.2,10.43016,-1.017126,-2.962059,21.71254
"FRA",1975,2.43,48.88,10.68665,-1.513662,-2.92187,23.87416
"GBR",1975,-.18,51.49,10.41265,-1.844863,-2.839254,23.93314
"GRC",1975,23.65,38.12,10.63164,-1.101554,-2.929384,21.76444
"GTM",1975,-90.52,14.62,9.503938,-1.721459,-2.618462,21.32341
"HND",1975,-87.2,14.1,9.11211,-1.645981,-2.470362,20.83439
"IND",1975,77.22,28.57,7.820314,-1.635514,-2.639889,22.40961
"IRL",1975,-6.26,53.34,10.39574,-1.350425,-2.466846,21.22273
"ISR",1975,34.86,31.92,10.74924,-1.297244,-2.62347,21.7074
"ITA",1975,12.52,41.88,10.61153,-1.397231,-2.842729,23.81627
"JPN",1975,139.81,35.68,10.41949,-1.134585,-3.033744,23.87886
"KEN",1975,36.83,-1.17,7.913168,-2.026946,-2.462384,20.47944
"LKA",1975,80.09,7.02,7.90148,-1.217058,-2.662111,20.62269
"MAR",1975,-6.75,33.92,8.744005,-.8389843,-2.543541,21.0087
"MEX",1975,-99.13,19.43,10.21906,-1.363444,-2.445497,22.47407
"MUS",1975,59.57,-20.1,9.018023,-.8359292,-2.527842,19.48681
"NGA",1975,3.3,6.45,8.603562,-1.441306,-2.561841,22.43218
"NIC",1975,-86.27,12.15,9.542144,-1.481704,-2.432253,19.64107
"NLD",1975,4.89,52.37,10.99089,-1.578281,-2.701668,23.55281
"NOR",1975,10.72,59.93,10.82254,-.983781,-2.443256,22.33893
"NZL",1975,175.14,-41.21,10.73787,-1.776207,-2.642011,21.18325
"PAK",1975,73.06,33.72,8.151559,-1.672947,-2.628875,21.59391
"PAN",1975,-79.4,8.95,9.374135,-1.139482,-2.546596,20.95112
"PER",1975,-76.82,-12.07,9.693342,-1.491164,-2.50514,21.57533
"PHL",1975,121.17,14.55,8.670089,-1.326294,-2.527789,22.00096
"PRT",1975,-9.13,38.73,9.915635,-1.859351,-2.807477,21.48401
"PRY",1975,-57.67,-25.22,8.737528,-1.679507,-2.491801,19.50454
"SLV",1975,-89.2,13.7,9.558061,-1.846848,-2.513619,20.34929
"SWE",1975,18.08,59.24,10.66922,-1.590739,-2.6395,22.64986
"THA",1975,100.55,13.75,8.261162,-1.039161,-2.526937,22.08927
"TTO",1975,-61.49,10.64,10.52866,-1.017791,-2.545683,20.39769
"TUR",1975,32.85,39.93,9.416287,-1.572259,-2.723629,21.60419
"UGA",1975,32.58,.32,7.417528,-2.353589,-2.613043,19.21185
"URY",1975,-56.17,-34.92,9.424933,-1.560832,-2.954499,19.70114
"USA",1975,-76.95,38.89,10.81858,-1.814679,-2.672542,24.62746
"VEN",1975,-66.9,10.5,10.46712,-1.34161,-2.337212,22.69012
"ZAF",1975,28.22,-25.73,9.925213,-1.231494,-2.571205,22.72113
"ZAR",1975,15.47,-4.39,7.530194,-1.285625,-2.618253,18.92127
"ARG",1976,-58.41,-34.67,9.890151,-1.357465,-2.736859,21.75305
"AUS",1976,149.04,-35.35,10.70719,-1.568602,-2.773605,22.53086
"AUT",1976,16.32,48.2,10.8174,-1.329374,-2.957411,22.69468
"BEL",1976,4.37,50.84,10.7813,-1.351687,-2.82529,23.52523
"BOL",1976,-68.15,-16.5,9.079412,-2.046846,-2.840841,20.39365
